หมายเลขทางหลวง,หมายเลขตอนควบคุม,ชื่อตอน,รถยนต์นั่งไม่เกิน 7 คน,รถยนต์นั่งเกิน  7 คน,รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก,รถบรรทุกขนาดกลาง,รถบรรทุกขนาดใหญ่,รถบรรทุกพ่วง,รถบรรทุกกึ่งพ่วง,รวม,รถจักรยานยนต์,จังหวัด
213,304,ทางเข้ากองมหาดเล็กรักษาพระองค์,11534,4307,0,584,511,15987,803,0,0,0,33726,10001,สกลนคร
213,305,"ทางเข้าตำหนักฟ้าชาย , ตำหนักปีกไม้",33045,12340,0,1673,1464,45803,2301,0,0,0,96626,28653,สกลนคร
213,306,ทางเข้าสนามเฮลิคอปเตอร์,10611,3962,0,537,470,14708,739,0,0,0,31027,9201,สกลนคร
213,307,ทางเข้าอ่างเก็บน้ำตาดโตน,50346,18800,0,2549,2231,69783,3505,0,0,0,147214,43654,สกลนคร
213,308,ทางเข้าสำนักสงฆ์,33218,12404,0,1682,1472,46043,2313,0,0,0,97132,28803,สกลนคร
213,309,ทางรอบสนามเฮลิคอปเตอร์,10900,4070,0,552,483,15108,759,0,0,0,31872,9451,สกลนคร
214,101,กาฬสินธุ์ - บ้านหลุบ,8761484,9009304,313217,99817,99817,1498969,1018817,364847,223727,139399,21529398,6202394,กาฬสินธุ์
214,102,บ้านหลุบ - ลำชี,37693891,38760071,1347533,429433,429433,6448906,4383183,1569653,962523,599726,92624352,26684106,กาฬสินธุ์
214,201,ลำชี - ร้อยเอ็ด,17989169,18711386,569823,437306,410802,7924511,5711478,3187031,1391427,490313,56823246,11303692,ร้อยเอ็ด
214,202,ร้อยเอ็ด - จตุพักตรพิมาน,38151526,25901624,1933231,329840,100785,47478676,3124320,659681,137433,0,117817116,22410815,ร้อยเอ็ด
214,203,จตุพักตรพิมาน - ห้วยพลับพลา,9880032,2974091,453675,319253,0,26733215,1361025,420069,134422,84014,42359796,23355857,ร้อยเอ็ด
214,301,ห้วยพลับพลา - โคกปูน,2297214,2397638,937297,920559,912190,4494003,1895515,1213464,1138146,1246939,17452965,5222081,สุรินทร์
214,302,ตาฮะ - จอมพระ,24873646,11644343,5099992,4639842,5125556,6365404,6736080,7311267,8218784,5918036,85932950,13893963,สุรินทร์
214,303,จอมพระ - เชื้อเพลิง,54013875,35194755,1743305,928810,1128861,80220607,10102595,6887484,12117398,8402158,210739848,33422872,สุรินทร์
214,304,เชื้อเพลิง - ปราสาท,21310846,13885877,687810,366456,445385,31650553,3985918,2717415,4780846,3315021,83146127,13186791,สุรินทร์
214,305,ปราสาท - ช่องจอม,63576430,8305517,1447378,229957,13527,2989445,2651272,1690863,3084133,987464,84975986,16678668,สุรินทร์
215,100,ร้อยเอ็ด - สุวรรณภูมิ,34961384,35174065,638041,768921,638041,71509691,1750523,1505123,1292442,703481,148941712,18944915,ร้อยเอ็ด
215,200,สุวรรณภูมิ - สาหร่าย,27472240,19237337,3820394,2474231,1917717,12799823,10408317,9573546,8189781,7618226,103511612,13326255,ร้อยเอ็ด
215,300,สาหร่าย - ตาฮะ,8680374,5622004,1153022,707350,695084,8909343,2604521,2629053,2342842,2207914,35551507,4881944,สุรินทร์
216,101,ถนนวงแหวนรอบเมืองอุดรธานีด้านทิศใต้,17377016,910385,36783,24522,36783,27078595,1738008,959430,1535700,971691,50668913,8362057,อุดรธานี
216,102,ถนนวงแหวนรอบเมืองอุดรธานีด้านทิศตะวันตก,27011723,25778957,631129,409939,516110,4538819,1589619,1103001,961439,1253410,63794146,7673818,อุดรธานี
216,103,ถนนวงแหวนรอบเมืองอุดรธานีด้านทิศตะวันออก,17417981,14305930,1312840,980059,1060511,33709627,3956804,3565512,3389979,3057198,82756441,14646025,อุดรธานี
217,101,วารินชำราบ - สว่างวีระวงศ์,35350024,21534117,789480,664826,1038790,74429304,7770149,5640630,3708480,934911,151860711,29003017,อุบลราชธานี
217,102,สว่างวีระวงศ์ - พิบูลมังสาหาร,17093711,10412948,381758,321480,502313,35990726,3757301,2727560,1793257,452082,73433136,14024579,อุบลราชธานี
217,103,พิบูลมังสาหาร - ช่องเม็ก,56492090,13778949,768164,320069,160034,52555248,2832606,960206,1808387,1248267,130924020,16003425,อุบลราชธานี
218,101,บุรีรัมย์ - โคกสูง,46072948,20343899,7727842,5811094,5020055,122479197,15993185,9685156,3295996,892454,237321826,105694974,บุรีรัมย์
218,102,โคกสูง - นางรอง,37661620,6796498,4501988,174066,901980,27288850,4707702,5427704,2911655,3615832,93987895,8687491,บุรีรัมย์
219,101,บรบือ -  ยางสีสุราช,26810429,24856774,8547242,9977596,9506626,28083794,15053611,8337921,5581872,2651389,139407254,22083281,มหาสารคาม
219,102,ยางสีสุราช - ห้วยพลับพลา,8915801,5970002,145610,145610,492833,30723671,1153678,739250,1153678,660845,50100978,10259892,มหาสารคาม
219,200,ห้วยพลับพลา - สตึก,25023323,8418699,1687619,1694085,1377253,17031378,3239453,2870893,3271783,2806233,67420719,13125929,สุรินทร์
219,301,สตึก - หัวถนน,27777802,8710460,1079074,745339,1001202,55433234,2725495,2147023,2024654,1646422,103290705,12503904,บุรีรัมย์
219,302,หัวถนน - บุรีรัมย์,5674640,3804588,146881,136134,154046,15522864,1436572,1049665,949356,978016,29852762,4478094,บุรีรัมย์
220,101,ศรีสะเกษ - วังหิน,30055760,13941076,456526,613244,388388,28447699,2378023,913052,1233301,1185605,79612674,18029368,ศรีสะเกษ
220,102,วังหิน - ขุขันธ์,35234457,10130864,2682827,2350667,1251986,68642036,4228646,2542298,2274015,1737450,131075246,43870603,ศรีสะเกษ
221,101,ศรีสะเกษ - ภูเงิน,97179023,22303104,407673,747400,985209,156223645,6183039,2530969,2870697,1443841,290874600,83097322,ศรีสะเกษ
221,102,ภูเงิน - แยกการช่าง,16287687,3738111,68328,125268,165126,26183859,1036308,424203,481143,241995,48752028,13927524,ศรีสะเกษ
221,103,แยกการช่าง - เชิงบันไดเขาพระวิหาร,49790563,15789583,2135019,1274638,1035644,61469437,2804204,1736695,1322437,1354303,138712523,43895360,ศรีสะเกษ
222,101,พังโคน - เดื่อศรีคันไชย,4792972,919504,171019,64410,79957,8151162,539709,73294,151030,95504,15038561,3138308,สกลนคร
222,102,เดื่อศรีคันไชย - หนองแวง,28289168,5427116,1009391,380160,471923,48109938,3185481,432596,891410,563686,88760869,18522982,สกลนคร
222,201,หนองแวง - ท่ากกแดง,17930441,2447684,144321,121230,167412,10304519,1876173,773561,1241161,975610,35982112,6332805,สกลนคร
222,202,ท่ากกแดง - บึงกาฬ,71956925,69781905,8104540,4505399,3210744,37881605,12894764,8000968,12454581,12143864,240935295,61703257,บึงกาฬ
223,100,สกลนคร - นาแก,58967071,30811622,3296781,499986,390614,167635851,3468651,1531206,1156217,828101,268586100,43389389,สกลนคร
223,200,นาแก - บ้านต้อง,43585984,37741538,11797899,7731104,8846328,37313895,20560376,26279044,14556612,9341052,217753832,34831892,นครพนม
224,100,นครราชสีมา - หัวทะเล,16793025,11013041,44991,192619,255888,5488946,241829,119508,140598,108260,34398705,6075240,นครราชสีมา
224,201,หัวทะเล - โชคชัย,83323158,62173855,3025879,2866622,2983411,74532182,7580624,3662906,3397478,2187127,245733242,82229594,นครราชสีมา
224,202,โชคชัย - พะโค,9222638,5093575,489100,215350,279225,5810800,1064888,858663,732738,798438,24565415,1665313,นครราชสีมา
224,203,พะโค - หนองสนวน,142150944,131844307,11213822,10684630,10105040,134666662,75195606,61411425,59269459,50348801,686890696,111231034,นครราชสีมา
224,301,หนองสนวน - หนองต้อ,4587676,594850,114081,24446,195567,10202079,2183832,708930,1776400,391134,20778995,7358208,บุรีรัมย์
224,302,หนองต้อ - ตาเมียง,32572963,22977988,478708,270574,124880,40502867,6327272,2289473,2476794,894976,108916495,40419613,บุรีรัมย์
224,400,ตาเมียง - หินโคน,10431953,15124343,238596,543469,13255,7250671,2306429,1935280,450682,251851,38546529,11571912,สุรินทร์
225,100,แยกบึงบอระเพ็ด - เกรียงไกรกลาง,9803900,6661250,0,0,266450,10329500,1383350,4540600,1003750,737300,34726100,11701900,นครสวรรค์
225,201,เกรียงไกรกลาง - เกยไชย,27258492,21424040,0,0,423400,9890624,1846024,2193212,1600452,889140,65525384,13337100,นครสวรรค์
225,202,เกยไชย - ศรีมงคล,20078953,9678187,0,0,0,40048424,4160307,4007032,2255324,2145842,82374069,9568705,นครสวรรค์
225,300,ศรีมงคล - น้ำอ้อม,42825257,59182980,1820258,491962,24598,31362552,5042606,4304664,4280066,2853377,152188320,29370108,เพชรบูรณ์
225,401,น้ำอ้อม - หนองบัวระเหว,62398719,30885389,0,0,279085,45490829,6372437,4697928,3349018,1395424,154868829,16745090,ชัยภูมิ
225,402,หนองบัวระเหว - ชัยภูมิ,102332236,3174405,201046,285696,243371,539649,2603012,751276,645462,751276,111527429,29257433,ชัยภูมิ
226,100,หัวทะเล - หนองกระทิง,210380215,189296234,8588706,6233275,15396477,17665734,10139844,8875954,6089651,3849119,476515209,113635190,นครราชสีมา
226,201,หนองกระทิง - ลำปลายมาศ,9571964,1829009,1186384,804405,516796,10304467,1586340,1343670,1276262,1163915,29583212,8875413,บุรีรัมย์
226,202,ลำปลายมาศ - หนองม้า,35426842,24474459,935568,654898,449073,58329546,2289023,1484435,735980,392939,125172763,23869458,บุรีรัมย์
226,203,หนองม้า - กระสัง,16927678,11694403,447034,312924,214576,27871064,1093743,709294,351667,187754,59810137,11405321,บุรีรัมย์
226,204,กระสัง - ระกา,75922920,3475583,213709,101231,944819,86484642,2159585,3846761,2778216,2227072,178154538,56621627,บุรีรัมย์
226,205,ระกา - ลำน้ำชี,13869848,1292082,185957,157102,512986,24232157,657263,1898047,1369030,1208722,45383194,11676835,บุรีรัมย์
226,301,ลำน้ำชี - บ้านพม่า,58265683,28949255,2191561,298328,458966,53928458,5920656,4451966,5140415,1755543,161360831,38805541,สุรินทร์
226,302,บ้านพม่า - ห้วยทับทัน,51412193,10613531,1237730,15472,464149,57569898,7519207,2939608,6064875,2289800,140126463,40690361,สุรินทร์
226,401,ห้วยทับทัน - ศรีสะเกษ,62130980,40243298,2656002,1279331,1321048,25642240,9010939,6201973,4394223,1334954,154214988,30648317,ศรีสะเกษ
226,402,ศรีสะเกษ - ห้วยขะยุง,75861164,72290307,1967881,1707235,2046075,109784306,6685583,4105182,3649051,3740277,281837061,26638072,ศรีสะเกษ
226,500,ห้วยขะยุง - วารินชำราบ,82478364,55779198,1026891,882366,707414,2844868,2669917,1490894,1019284,228198,149127394,45502681,อุบลราชธานี
227,101,กาฬสินธุ์ - แยกดงแหลม,26578524,22716688,23258393,18016081,24097163,30422887,23013752,20916827,19221813,15622091,223864219,22349726,กาฬสินธุ์
227,102,แยกดงแหลม - ลำพันชาด,50046430,34304002,8180793,7614329,10565211,34712383,23290889,19575940,14925666,14201119,217416762,42353060,กาฬสินธุ์
227,200,ลำพันชาด - บ้านผาสุก,12681482,6219580,2907856,2180892,2180892,34167305,8036990,4429095,2678997,1561626,77044715,25120642,อุดรธานี
227,301,บ้านผาสุก - วาริชภูมิ,33405888,19849875,4585913,4209357,3039344,16702944,9548382,6683867,4747294,4155563,106928427,22579906,สกลนคร
227,302,วาริชภูมิ - พังโคน,4507914,2678615,618840,568026,410140,2253957,1288494,901946,640617,560767,14429316,3047016,สกลนคร
228,100,ชุมแพ - ห้วยสายหนัง,52261106,31961688,2841353,2586904,2685856,113258313,9075367,6856001,6856001,4820405,233202994,41729723,ขอนแก่น
228,201,ห้วยสายหนัง - ศรีบุญเรือง,24498448,14982686,1331942,1212663,1259049,53092119,4254261,3213889,3213889,2259662,109318608,19561649,หนองบัวลำภู
228,202,ศรีบุญเรือง - วังหมื่น,62419106,50377099,1366542,503463,493188,12946185,4808583,2147423,3041326,1335718,139438633,32581232,หนองบัวลำภู
228,203,วังหมืน - หนองบัวลำภู,6319519,5100346,138353,50972,49932,1310715,486837,217412,307914,135233,14117233,3298633,หนองบัวลำภู
229,101,บ้านไผ่ - มัญจาคีรี,30199217,16428230,493745,134658,89772,27281635,3168943,2405883,1382485,745106,82329674,20046032,ขอนแก่น
229,102,มัญจาคีรี - ห้วยสามหมอ,31942122,36456986,1112358,948776,316259,10076654,5474546,5049233,4449432,3936875,99763241,14482464,ขอนแก่น
229,200,ห้วยสามหมอ - ช่องสามหมอ,440463,502720,15339,13083,4361,138951,75491,69626,61355,54287,1375676,199705,ชัยภูมิ
230,101,ถนนวงแหวนรอบเมืองขอนแก่นด้านทิศตะวันตก,91980621,44958773,1471512,1360594,1634192,6758605,9324509,10078751,8880837,6839945,183288339,15388027,ขอนแก่น
230,102,ถนนวงแหวนรอบเมืองขอนแก่นด้านทิศตะวันออก,40607454,35699311,0,0,7828437,48681810,7295611,8996554,10164672,9170747,168444596,22440153,ขอนแก่น
231,101,ถนนวงแหวนรอบเมืองอุบลราชธานี,84358800,40799700,503700,576700,810300,31660100,5142850,4018650,2763050,2814150,173448000,28641550,อุบลราชธานี
231,102,ถนนวงแหวนรอบเมืองอุบลราชธานี,53146044,25703811,317331,363321,510489,19945863,3239996,2531750,1740722,1772915,109272242,18044177,อุบลราชธานี
231,103,ถนนวงแหวนรอบเมืองอุบลราชธานี,8218141,5571080,0,0,0,23908773,3366083,2039889,809564,5326,43918856,7760099,อุบลราชธานี
231,200,ถนนวงแหวนรอบเมืองอุบลราชธานี,8588724,5822298,0,0,0,24986896,3517870,2131874,846070,5566,45899298,8110026,อุบลราชธานี
232,100,ถนนวงแหวนรอบเมืองร้อยเอ็ด,43169430,40888158,155321,300934,223273,30015714,7173872,3844186,2456008,1524084,129750980,22958332,ร้อยเอ็ด
233,100,การเคหะแห่งชาติ - หนองคาย,30827805,11384996,4151641,1478155,1510173,10541861,4890719,4567873,4565205,3303170,77221598,9322516,หนองคาย
234,100,ทางเลี่ยงเมืองเพชรบูรณ์,7729660,6784402,187711,0,6704,7374351,1608949,1743028,1615653,1387719,28438177,6181047,เพชรบูรณ์
238,100,ทางเลี่ยงเมืองมุกดาหาร,11829415,8211779,25298,5060,25298,10402599,3481025,4148897,4229851,3895915,46255137,7002528,มุกดาหาร
239,100,ทางเข้าสะพานข้ามแม่น้ำโขงที่มุกดาหาร,112279,19437,14342,17550,12455,385147,15096,10190,8492,18493,613481,96240,มุกดาหาร
240,100,ทางเลี่ยงเมืองนครพนม,7756280,5384278,16587,3317,16587,6820749,2282430,2720338,2773417,2554463,30328446,4591399,นครพนม
241,100,ทางเลี่ยงเมืองสกลนคร,11697540,10523713,222176,344372,407322,23806105,1818136,1177530,1036819,884999,51918712,7479909,สกลนคร
242,101,หนองคาย - หนองบัว,6594569,2143429,755439,333738,283290,1583317,896437,787778,571754,552350,14502101,4689155,หนองคาย
242,102,หนองบัว - ท่าบ่อ,43568069,14160904,4990928,2204896,1871598,10460439,5922454,5204581,3777381,3649189,95810439,30979649,หนองคาย
243,100,หนองคาย - ด่านพรมแดนสะพานมิตรภาพไทย/ลาว,8802486,2916998,1429139,324312,250235,1684794,757028,633266,596228,571836,17966322,2775168,หนองคาย
288,100,ถนนวงแหวนรอบเมืองบุรีรัมย์,33653961,12613137,3430137,1255067,1152844,63315561,5173601,2930382,1186918,227161,124938769,60033079,บุรีรัมย์
290,101,ถนนวงแหวนรอบเมืองนครราชสีมาด้านทิศเหนือ,2233964,608930,245773,7337,84370,4809076,1342580,832693,674958,851034,11690715,594257,นครราชสีมา
290,102,ถนนวงแหวนรอบเมืองนครราชสีมาด้านทิศใต้,3898879,1062749,428941,12804,147248,8393153,2343169,1453277,1177986,1485287,20403493,1037140,นครราชสีมา
290,302,ถนนวงแหวนรอบเมืองนครราชสีมาด้านทิศใต้,2064583,562760,227138,6780,77973,4444447,1240784,769557,623782,786508,10804312,549199,นครราชสีมา
290,303,ถนนวงแหวนรอบเมืองนครราชสีมาด้านทิศใต้,1154993,314826,127068,3793,43620,2486364,694134,430515,348963,439997,6044273,307239,นครราชสีมา
291,100,ทางเลี่ยงเมืองมหาสารคาม,63487468,29286350,475296,424733,394395,52151142,3296737,1971975,915198,768564,153171858,36562431,มหาสารคาม
292,100,ทางเลี่ยงเมืองยโสธร,15235588,3599617,257115,242167,239177,9345849,1001555,870007,1142071,571036,32504182,8921310,ยโสธร
293,100,ถนนวงแหวนรอบเมืองสุรินทร์,36995951,6944355,40610,0,121831,45253372,17096922,14903967,13428461,6078003,140863472,16013981,สุรินทร์
294,100,ทางเลี่ยงเมืองศรีสะเกษ,18086055,4934743,196109,264147,384214,16893392,2437355,1104614,1208672,1008561,46517862,11638470,ศรีสะเกษ
295,100,ทางเข้าสะพานแม่น้ำโขงที่นครพนม,304045,52633,38836,47523,33726,1042951,40880,27594,22995,50078,1661261,260610,นครพนม
301,100,คลองบางเขน -  ติวานนท์,37339288,25738874,968449,1058049,1506052,11525429,573189,25419,0,0,78734749,16011812,นนทบุรี
302,100,แยกมหาวิทยาลัยเกษตรศาสตร์ - สี่แยกแคราย,40337720,41084017,14347584,664683,1278358,18356872,1472976,883629,19619,0,118445458,21061121,กรุงเทพมหานคร
302,201,แยกพงษ์เพชร - สะพานพระนั่งเกล้า,148986898,151743338,52992636,2455000,4721599,67800893,5440419,3263672,72462,0,437476917,77789004,นนทบุรี
302,202,สะพานพระนั่งเกล้า - ต่างระดับบางใหญ่,216251007,38956520,7237365,5780459,12745309,48436892,8720475,4069380,3671089,2274451,348142947,50412625,นนทบุรี
303,100,ราษฎร์บูรณะ - พระสมุทรเจดีย์,144585138,54288395,13030107,11168663,4731634,130206321,10745101,9190182,8443375,2624970,389013886,88825423,สมุทรปราการ
304,100,ปากเกร็ด -  คลองประปา,86885594,67756903,9007440,1864604,8318526,32599630,1975985,53628,0,0,208462310,57025117,นนทบุรี
304,201,คลองประปา - คันนายาว,208125636,214851356,178198,325849,10905747,43332778,794256,672063,524413,595692,480305988,23827682,กรุงเทพมหานคร
304,202,คันนายาว - แยกเข้ามีนบุรี,41125088,25980581,3760130,2119947,4168994,18916454,6530005,4599128,2854957,1264406,111319690,18110543,กรุงเทพมหานคร
304,203,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,151226001,95536315,13826824,7795513,15330307,69559963,24012266,16912005,10498305,4649498,409346997,66596451,กรุงเทพมหานคร
304,301,คลองหลวงแพ่ง - ฉะเชิงเทรา,125350540,79189615,11460991,6461665,12707221,57657935,19903657,14018283,8701997,3853947,339305851,55201493,ฉะเชิงเทรา
304,302,ฉะเชิงเทรา - เสม็ดเหนือ,151166722,25683612,2265381,16739,3119083,31179671,29784732,15455921,12381476,10824725,281878062,8414271,ฉะเชิงเทรา
304,303,เสม็ดเหนือ - พนมสารคาม,210468537,35759142,3154076,23306,4342681,43411272,41469107,21519188,17238657,15071200,392457166,11715139,ฉะเชิงเทรา
304,304,พนมสารคาม - เขาหินซ้อน,72884911,24292730,873839,470529,4066713,76225666,22518164,21879589,22087966,27788087,273088194,13967984,ฉะเชิงเทรา
304,401,เขาหินซ้อน - ลาดตะเคียน,51783929,64413594,9224947,2507529,2231471,45664637,38947220,53164220,52688786,21762593,342388926,37275533,ปราจีนบุรี
304,402,ลาดตะเคียน - สี่แยกกบินทร์บุรี,57928024,22003094,1816769,201863,1466873,48480824,15758791,10375771,13706515,13430635,185169159,10288297,ปราจีนบุรี
304,403,สี่แยกกบินทร์บุรี - วังน้ำเขียว,226602756,121768165,21682250,8345545,10325843,125748970,59974762,39868667,36190970,58903784,709411712,74018717,ปราจีนบุรี
304,501,วังน้ำเขียว - ดอนขวาง,221742434,60717427,529463,426986,529463,55952262,39948822,32211833,32826693,42186229,487071612,54466350,นครราชสีมา
304,502,ดอนขวาง - โพธิ์กลาง,79895580,54025840,465740,338720,751535,115545860,7705880,7716465,8679700,7674125,282799445,57878780,นครราชสีมา
304,600,โพธิ์กลาง - สะพานต่างระดับนครราชสีมา,4132530,2794440,24090,17520,38873,5976510,398580,399128,448950,396938,14627559,2993730,นครราชสีมา
305,100,ต่างระดับรังสิต - วัดนาบุญ,184560832,185152320,45616437,35456111,31221720,50950885,37037098,12155907,9187411,7540090,598878811,47009474,ปทุมธานี
305,201,วัดนาบุญ - คลอง 14,70315808,20002796,3665325,1098902,792879,27145658,7587987,5362363,3011547,2907221,141890486,14577837,ปทุมธานี
305,202,คลอง 14 - องครักษ์,36451302,10369332,1900083,569664,411024,14072149,3933568,2779817,1561169,1507086,73555194,7557065,นครนายก
305,203,องครักษ์ - นครนายก,149799096,32654273,3600832,12799219,1817242,25665743,9355433,7055836,9490043,9321780,261559497,10196748,นครนายก
306,101,พระราม 7 - แคราย,144789144,96448753,7338279,5040350,12596681,4914551,1976443,0,0,0,273104201,53252146,นนทบุรี
306,102,แคราย - คลองบ้านใหม่,112627285,39761434,5934335,4623315,22750600,19234472,4563091,7727143,83386,0,217305061,69493333,นนทบุรี
306,200,คลองบ้านใหม่ - บางพูน,53891073,19025464,2839522,2212212,10885944,9203510,2183395,3697364,39900,0,103978384,33251892,ปทุมธานี
307,101,แยกสวนสมเด็จ - สะพานนนทบุรี,15851594,16321266,367554,360678,710697,9750331,1378758,673907,28538,0,45443323,7106622,นนทบุรี
307,102,สะพานนนทบุรี - บางคูวัด,6613245,6809191,153343,150474,296501,4067813,575214,281152,11906,0,18958839,2964865,ปทุมธานี
307,200,บางคูวัด - แยกปทุมวิไล,21701255,22438122,12443714,10772790,11426629,11509657,11713765,12602849,12419497,10828141,137856419,16484375,ปทุมธานี
308,100,ทางเข้าบางปะอิน,17244480,14715066,5675641,4379854,3277718,10638838,5474818,3155790,3045816,3038643,70646664,9364568,พระนครศรีอยุธยา
309,101,วังน้อย - ทางแยกต่างระดับอยุธยา,53826641,51446659,14198044,12605093,12781388,12976571,12359539,11654359,7933275,6283658,196065227,37569724,พระนครศรีอยุธยา
309,102,ทางแยกต่างระดับอยุธยา - อยุธยา,10230804,10301760,3186450,2307384,2557044,2762028,2278476,241776,94608,38106,33998436,7292700,พระนครศรีอยุธยา
309,103,อยุธยา - บางเสด็จ,17525457,16186444,373788,3217417,449492,17189521,3141713,2819971,1954107,1433643,64291553,16527112,พระนครศรีอยุธยา
309,104,ทางบริเวณวงเวียนเจดีย์วัดสามปลื้ม,33309,36950,2351,3516,2455,28024,6512,6554,1290,1082,122043,40466,พระนครศรีอยุธยา
309,105,ทางบริเวณแยกเตาอิฐ,43827,48618,3093,4626,3230,36874,8568,8623,1697,1424,160580,53244,พระนครศรีอยุธยา
309,201,บางเสด็จ - แยกที่ดิน,28105438,3647044,327223,654445,535455,4872641,922173,749637,660395,910274,41384725,10173645,อ่างทอง
309,202,แยกที่ดิน - ไชโย,37021143,21130463,1741835,906611,421182,8966170,1213574,499707,149912,249853,72300450,23743216,อ่างทอง
309,301,ไชโย - ทางแยกวัดสว่างอารมณ์,9919688,579355,240220,70653,84784,3991897,883163,183698,367396,614682,16935536,5765289,สิงห์บุรี
309,302,ทางแยกวัดสว่างอารมณ์ - ทางแยกศาลหลักเมือง,1879703,109783,45520,13388,16066,756433,167353,34809,69619,116477,3209151,1092477,สิงห์บุรี
310,100,ทางเข้าพระพุทธบาทสระบุรี,3654836,3029117,721596,712225,668972,3737737,1419403,1489328,1325689,1206745,17965648,2892151,สระบุรี
311,100,ลพบุรี -แยกวัดสนามไชย,24919676,8472496,808639,237978,609515,5179660,704220,135987,12142,0,41080313,12894512,ลพบุรี
311,201,แยกวัดสนามไชย - วัดกระดังงา,87456386,5458977,2067083,291271,2010708,44132214,5271061,2875124,6370373,4820061,160753258,25068074,ลพบุรี
311,202,วัดกระดังงา - บ้านม้า,62821693,3921294,1484827,209226,1444332,31701063,3786310,2065260,4575968,3462347,115472320,18006906,สิงห์บุรี
311,300,บ้านม้า - ชัยนาท,12913901,6250400,197570,251453,395140,18679357,1580561,1463815,1778131,413101,43923429,13560495,ชัยนาท
314,101,บางปะกง - แสนภูดาษ,20378233,15161580,13947453,13478173,14757780,32784154,16206548,15955537,15824575,14607720,173101753,11270917,ฉะเชิงเทรา
314,102,แสนภูดาษ - ฉะเชิงเทรา,35508560,26418673,24303087,23485378,25715062,57125566,28239503,27802123,27573925,25453585,301625462,19639290,ฉะเชิงเทรา
315,100,ฉะเชิงเทรา - หัวไผ่,63277101,59254275,19852029,13049363,13680784,89614099,31007130,18712294,18676554,18156326,345279955,31551184,ฉะเชิงเทรา
315,200,หัวไผ่ - ชลบุรี,190459421,178351011,59753147,39277624,41178154,269731849,93329180,56322630,56215053,54649207,1039267276,94966744,ชลบุรี
316,100,เขาไร่ยา - จันทบุรี,17700224,5913469,3129741,2000177,1417536,34643684,1243413,866148,352710,305831,67572933,20461628,จันทบุรี
317,101,ปากแซง - หน้าค่าย ตชด.,34612950,10362350,434350,646050,266450,49979450,1478250,1102300,262800,551150,99696100,11906300,จันทบุรี
317,102,หน้าค่าย ตชด. - พังงอน,37865100,28322175,549325,804825,383250,84468300,5429375,2669975,3653650,2644425,166790400,16645825,จันทบุรี
317,103,พังงอน - เขาแหลม,130665730,16169500,1972679,2570951,2069696,120899352,9054920,3767494,3718985,7923055,298812362,24706996,จันทบุรี
317,200,เขาแหลม - สระแก้ว,73631927,73802125,489319,340396,1404134,157667209,11935138,11084147,10828850,6020756,347204001,54037878,สระแก้ว
319,101,หนองชะอม - ปราจีนบุรี,16753396,6498821,832166,479926,114478,2390826,2179483,2615379,2434856,3187768,37487099,3874636,ปราจีนบุรี
319,102,ปราจีนบุรี - ไผ่ชะเลือด,17325592,6720782,860588,496318,118388,2472483,2253921,2704705,2518016,3296644,38767437,4006970,ปราจีนบุรี
319,103,ไผ่ชะเลือด - โคกไทย,15686569,6030603,95010,85009,265027,25037504,2385239,1675168,1695170,1295130,54250429,13651365,ปราจีนบุรี
319,200,โคกไทย - พนมสารคาม,23283493,16505027,89662,50211,261814,25234544,5924881,6118552,4199780,3790920,85458884,10063691,ฉะเชิงเทรา
320,100,ศาลนเรศวร - สถานีรถไฟปราจีนบุรี,10783587,6996242,199465,241852,296704,3208896,987353,446303,134639,162065,23457106,5911650,ปราจีนบุรี
321,101,นครปฐม - หนองปลาไหล,53729460,40312535,11479268,11517867,11008364,36761450,39023336,42489504,41354701,15925844,303602329,54709868,นครปฐม
321,102,หนองปลาไหล - กำแพงแสน,33199853,31757190,17240593,15856878,2395130,14969563,17715275,24289473,22856118,13551720,193831793,25468423,นครปฐม
321,201,กำแพงแสน-ทุ่งคอก,22456438,16089151,170934,505679,71222,43175049,3760545,5327439,15519372,9187696,116263525,9892798,นครปฐม
321,202,ทุ่งคอก-วังขอน,36017344,24989521,58972,66344,457035,52684396,4459782,4076462,6656501,3663655,133130012,16121558,สุพรรณบุรี
321,203,วังขอน-ดอนแจง,26467291,18363511,43336,48753,335852,38715049,3277264,2995582,4891519,2692232,97830389,11846902,สุพรรณบุรี
321,300,ดอนแจง - สุพรรณบุรี,88330811,49311439,5800395,815933,428163,50410121,3207182,969425,161571,72707,199507747,60661794,สุพรรณบุรี
322,100,อู่ยา - ดอนเจดีย์,26047080,16705881,678891,317962,103123,23640884,2870249,1263253,610143,575769,72813235,13156740,สุพรรณบุรี
323,100,หนองตะแครง - ลูกแก,71986737,47964013,5496725,2327625,2266551,66897177,10525210,9541228,10545568,8129724,235680558,35986582,ราชบุรี
323,201,ลูกแก - หนองเสือ,40458695,30675251,591348,1257551,868309,28339800,4049612,5337104,6257811,5696405,123531886,9596308,กาญจนบุรี
323,202,หนองเสือ - ท่าน้ำตื้น,96384267,76921699,0,386385,978426,100995954,4555599,2804405,2922813,1514378,287463926,23987006,กาญจนบุรี
